name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Volkswagen Polo,2014,50000,183724,Diesel,Dealer,Manual,Second Owner,15.68,2379,50.4,92.8,5,56613.14115832642
Maruti Baleno,2021,529591,41649,Diesel,Dealer,Manual,Second Owner,22.95,839,60.07,160.12,4,733281.659082239
Ford Ecosport,2011,222144,10032,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,15.42,970,99.53,174.41,6,308601.08626457665
Tata Nexon,2015,159555,53220,Petrol,Individual,Manual,Third Owner,22.34,2954,74.8,260.41,4,178921.9162639974
Hyundai Creta,2021,615566,189128,Diesel,Dealer,Automatic,Second Owner,15.37,2322,85.85,169.38,5,745443.3436055543
Maruti Baleno,2009,539788,92958,Diesel,Trustmark Dealer,Automatic,Second Owner,21.79,2242,118.88,142.78,6,608543.726217434
Hyundai Creta,2008,708237,72847,Petrol,Individual,Automatic,First Owner,28.53,2176,192.09,239.0,6,985604.7467427554
Honda City,2008,922377,174414,Electric,Trustmark Dealer,Manual,Third Owner,31.29,2491,71.92,119.99,4,1344119.5024738836
Skoda Rapid,2014,568909,5953,Petrol,Dealer,Automatic,Second Owner,18.98,1211,147.97,216.2,5,845083.2800714783
Skoda Rapid,2020,804205,154793,LPG,Trustmark Dealer,Manual,First Owner,11.42,2765,76.03,117.11,5,1047292.1621398246
Toyota Innova,2017,1307979,194132,LPG,Dealer,Manual,Third Owner,16.26,2405,171.08,298.16,5,1814882.097042415
Volkswagen Polo,2006,483381,168148,Petrol,Individual,Automatic,Third Owner,32.51,1299,156.98,95.14,7,625517.2958510056
Hyundai Creta,2022,556072,180798,CNG,Individual,Manual,Third Owner,33.17,1611,95.25,92.92,6,742808.5269718957
Honda City,2009,50000,11393,CNG,Dealer,Manual,Second Owner,25.24,1270,60.88,310.65,4,68118.7350388448
Renault Duster,2017,50000,82773,CNG,Dealer,Automatic,Fourth & Above Owner,26.02,1307,68.83,96.33,4,68137.92277963817
Mahindra XUV500,2017,181103,112104,Petrol,Dealer,Automatic,Fourth & Above Owner,25.05,1204,111.63,148.52,4,207947.999384395
Ford Ecosport,2022,1027800,7849,LPG,Dealer,Manual,Fourth & Above Owner,10.83,1744,163.14,139.07,7,1482310.808700139
Hyundai i20,2014,1187171,88770,Diesel,Individual,Automatic,Third Owner,10.15,1272,81.59,314.75,4,1772644.8337227665
Toyota Innova,2013,1092463,91978,Diesel,Individual,Automatic,Second Owner,21.21,2295,159.61,145.77,6,1284176.8704299158
Maruti Swift,2020,1267508,137575,Electric,Trustmark Dealer,Manual,Second Owner,11.33,2498,64.64,282.0,7,1514536.5803925886
Ford Ecosport,2011,1218822,116990,LPG,Trustmark Dealer,Manual,Second Owner,11.09,853,107.94,112.3,6,1787482.925740615
Hyundai Creta,2015,100237,132481,LPG,Trustmark Dealer,Manual,Fourth & Above Owner,21.6,2620,75.85,237.1,5,128164.65441601053
Toyota Innova,2012,193108,139624,CNG,Individual,Automatic,First Owner,31.92,1054,112.25,279.73,6,271652.0813868513
Tata Nexon,2009,864725,79677,CNG,Dealer,Manual,First Owner,15.81,2108,90.83,308.72,5,1094483.382420109
Maruti Swift,2020,361122,134378,Petrol,Trustmark Dealer,Automatic,Third Owner,22.07,896,147.8,274.23,7,424810.9900164024
Kia Seltos,2023,1168139,175561,Electric,Individual,Manual,Fourth & Above Owner,11.34,2814,130.88,98.06,5,1718568.6342144073
Tata Nexon,2010,275481,66096,CNG,Trustmark Dealer,Manual,Second Owner,12.76,2278,52.26,346.21,5,391724.865472588
Ford Ecosport,2007,372037,91710,LPG,Individual,Automatic,Fourth & Above Owner,21.39,1581,148.17,144.89,7,513866.8309148672
Renault Duster,2010,152591,152721,Electric,Dealer,Manual,First Owner,28.18,2212,86.26,304.8,6,213529.22447891632
Maruti Baleno,2005,189613,104594,Diesel,Individual,Manual,First Owner,16.03,2255,199.23,246.18,4,271047.99803260266
Renault Duster,2009,50000,114955,Diesel,Dealer,Manual,Third Owner,17.1,1287,99.87,167.83,6,55940.52403472163
Toyota Innova,2013,284195,42161,LPG,Trustmark Dealer,Automatic,Second Owner,11.96,1846,110.08,288.33,7,421757.5534576392
Ford Ecosport,2011,139880,49974,CNG,Individual,Automatic,First Owner,20.06,1663,151.04,215.83,6,191415.78602409727
Volkswagen Polo,2021,553478,22742,Petrol,Individual,Automatic,Second Owner,27.42,2603,92.68,206.33,5,673479.7976114119
Honda City,2011,50000,28803,Petrol,Trustmark Dealer,Manual,Second Owner,24.48,1196,178.8,325.22,7,64733.55359259868
Tata Nexon,2022,1251175,197553,Diesel,Individual,Automatic,First Owner,21.6,1565,178.45,326.38,5,1800519.8796552382
Toyota Innova,2020,1102667,24752,CNG,Trustmark Dealer,Manual,Third Owner,18.88,2936,76.24,222.03,7,1590095.3663976856
Hyundai Creta,2013,693367,95909,Petrol,Dealer,Automatic,First Owner,31.1,2608,109.17,230.28,6,807576.5251241828
Skoda Rapid,2021,930868,163858,Diesel,Individual,Manual,Fourth & Above Owner,21.26,1089,179.79,299.4,5,1034437.1295671508
Mahindra XUV500,2019,1111537,180418,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,29.68,2421,158.75,128.59,4,1343770.7984682985
Kia Seltos,2018,113494,54237,LPG,Dealer,Automatic,Fourth & Above Owner,34.87,1109,150.72,266.26,7,160313.40434058837
Maruti Baleno,2013,288413,133515,Electric,Dealer,Automatic,Third Owner,19.48,2734,134.28,314.48,6,413998.6075452787
Skoda Rapid,2012,741287,162425,LPG,Individual,Automatic,Second Owner,12.3,1147,120.6,227.65,4,819106.1141726753
Volkswagen Polo,2019,1306978,27416,LPG,Dealer,Automatic,Third Owner,26.93,1606,128.58,323.98,6,1871481.9651376093
Renault Duster,2005,122800,62760,Diesel,Individual,Manual,First Owner,22.06,816,60.04,119.68,4,168734.8761714337
Renault Duster,2008,115002,66821,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,10.93,2503,83.27,263.87,7,145409.66049074382
Skoda Rapid,2023,1461542,64487,Diesel,Trustmark Dealer,Manual,Third Owner,29.31,2125,51.88,319.35,5,2163996.139529372
Kia Seltos,2023,394504,8194,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,23.75,1585,67.43,145.58,5,450045.6359341134
Renault Duster,2019,195071,90485,Electric,Individual,Manual,First Owner,27.31,2199,192.06,266.12,4,226269.6873614513
Maruti Baleno,2014,104896,83243,Electric,Dealer,Manual,Second Owner,22.1,1775,150.75,180.55,7,139106.0743838173
Volkswagen Polo,2021,679754,77819,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,30.51,2960,113.55,93.86,5,953403.5502748176
Toyota Innova,2009,545917,147315,LPG,Dealer,Manual,Fourth & Above Owner,15.59,2374,163.13,97.2,5,738609.5384582316
Renault Duster,2009,899386,48286,Diesel,Dealer,Manual,First Owner,34.16,2721,146.71,175.1,5,1004966.167005774
Mahindra XUV500,2022,536149,141717,CNG,Dealer,Manual,First Owner,26.65,2989,148.3,256.35,5,774320.6453978344
Toyota Innova,2006,1186463,120082,CNG,Individual,Manual,First Owner,22.09,2281,179.69,320.02,6,1591129.8083396484
Toyota Innova,2023,1172943,126359,CNG,Trustmark Dealer,Manual,Third Owner,20.66,1479,75.68,305.23,6,1685666.290071496
Hyundai Creta,2013,951509,111102,CNG,Dealer,Manual,Third Owner,34.63,2777,187.2,109.34,4,1237819.6603284576
Toyota Innova,2014,84554,26939,Diesel,Dealer,Automatic,Third Owner,10.54,1909,106.21,318.38,7,120752.94573645176
Renault Duster,2022,963517,40174,Electric,Trustmark Dealer,Manual,First Owner,22.31,1907,179.25,168.4,6,1193697.9441609264
Honda City,2015,711533,165577,Diesel,Trustmark Dealer,Automatic,Second Owner,12.77,2878,183.79,309.39,5,1038635.29851428
Hyundai i20,2012,664315,34055,Diesel,Trustmark Dealer,Automatic,Second Owner,25.06,1429,194.35,96.12,5,885169.0044341303
Hyundai Creta,2020,1262494,67525,Diesel,Dealer,Manual,Second Owner,31.04,924,70.96,159.61,6,1516412.020910623
Volkswagen Polo,2023,242997,28048,LPG,Trustmark Dealer,Manual,Third Owner,17.57,2633,166.72,164.56,6,337170.6585706374
Maruti Swift,2016,684646,119101,LPG,Trustmark Dealer,Manual,Second Owner,31.68,1621,194.81,170.55,6,818512.1849747441
Skoda Rapid,2006,529250,32406,CNG,Trustmark Dealer,Automatic,First Owner,16.97,1763,139.04,220.16,6,654854.3966959537
Kia Seltos,2014,772780,65479,CNG,Dealer,Manual,Second Owner,21.08,1808,73.86,97.4,6,875116.5264620561
Kia Seltos,2006,986232,178372,LPG,Individual,Automatic,Fourth & Above Owner,30.95,1334,191.02,106.89,4,1210502.7830969642
Mahindra XUV500,2009,701293,57271,Electric,Individual,Manual,Second Owner,26.84,1568,189.79,292.27,5,854522.0332066838
Ford Ecosport,2006,50000,80534,LPG,Trustmark Dealer,Automatic,Third Owner,30.1,2045,113.19,281.68,4,72675.9157408232
Hyundai i20,2005,817168,163142,LPG,Trustmark Dealer,Manual,First Owner,32.65,1772,105.25,270.65,5,1149153.8945705455
Maruti Swift,2012,756745,46278,CNG,Dealer,Automatic,Fourth & Above Owner,33.29,2901,190.83,261.33,6,879982.3504176424
Renault Duster,2015,1172062,92693,Petrol,Trustmark Dealer,Automatic,First Owner,25.98,2439,131.57,264.44,5,1684684.2820348523
Renault Duster,2023,1195527,177398,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,28.27,1729,94.67,184.01,7,1749262.648319028
Hyundai Creta,2021,368039,160999,Diesel,Individual,Manual,Fourth & Above Owner,17.22,1902,180.73,170.61,6,443564.3439078858
Tata Nexon,2009,50000,78729,LPG,Individual,Manual,Fourth & Above Owner,30.42,1200,119.04,141.94,5,55535.29176326659
Maruti Swift,2020,581366,113190,Petrol,Individual,Manual,Fourth & Above Owner,27.43,1829,112.94,185.54,4,847765.9836935244
Honda City,2016,50000,107806,Diesel,Individual,Automatic,First Owner,24.88,1492,55.34,236.0,4,63947.22357133781
Mahindra XUV500,2019,105172,49781,Petrol,Individual,Manual,Fourth & Above Owner,34.26,2205,78.23,165.53,4,136313.80039846234
Tata Nexon,2008,144865,189095,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,13.32,2479,64.07,274.71,5,187420.61329581044
Toyota Innova,2017,50000,89517,CNG,Trustmark Dealer,Manual,Second Owner,10.91,1103,179.32,118.26,4,68012.82453428637
Renault Duster,2018,572742,109646,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,25.27,1765,55.27,273.07,5,719545.5487226046
Skoda Rapid,2018,867754,146850,Electric,Dealer,Manual,Second Owner,15.86,1455,57.05,320.78,4,1192105.1544429895
Ford Ecosport,2014,639388,46169,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,21.35,1629,102.03,315.34,6,946955.578667608
Tata Nexon,2012,287012,138766,LPG,Trustmark Dealer,Manual,Third Owner,25.08,2925,185.9,270.04,4,367133.67233581137
Toyota Innova,2018,743634,70242,LPG,Individual,Manual,First Owner,33.27,2586,143.93,348.52,6,1011775.7165624108
Honda City,2008,470673,64359,LPG,Trustmark Dealer,Manual,Third Owner,16.27,1370,87.34,319.65,5,588954.057909931
Ford Ecosport,2019,877488,21848,Electric,Dealer,Manual,Second Owner,30.89,1296,129.81,333.64,5,999386.8851813436
Skoda Rapid,2022,355342,88272,CNG,Dealer,Automatic,First Owner,27.79,1534,67.48,134.49,6,528653.1451649514
Honda City,2014,336749,32231,Petrol,Trustmark Dealer,Manual,Second Owner,13.0,1578,135.74,239.75,4,390106.7425089441
Volkswagen Polo,2014,257388,125002,Diesel,Individual,Automatic,Second Owner,13.24,2029,174.2,339.7,7,357193.4848321055
Toyota Innova,2011,331286,40173,Diesel,Trustmark Dealer,Automatic,First Owner,26.58,2923,160.8,164.97,5,462144.3368276687
Hyundai i20,2005,50000,141982,LPG,Dealer,Automatic,Second Owner,14.5,1664,157.28,115.98,6,74464.29119908877
Maruti Baleno,2011,262728,32134,LPG,Dealer,Manual,First Owner,29.01,1216,118.55,316.75,4,369040.3214018431
Hyundai i20,2021,470037,103280,Diesel,Individual,Manual,Second Owner,33.72,2086,130.11,306.71,4,657016.6915432045
Toyota Innova,2020,659831,80223,LPG,Dealer,Automatic,First Owner,31.55,2622,155.18,157.45,6,825583.0648475204
Maruti Baleno,2021,607925,113715,Electric,Trustmark Dealer,Manual,Second Owner,12.4,1938,117.45,184.18,6,892097.1962384175
Mahindra XUV500,2005,548735,149586,CNG,Individual,Manual,Third Owner,20.55,1123,147.59,344.38,6,751990.1304776507
Kia Seltos,2009,50000,36016,Petrol,Individual,Automatic,Second Owner,23.5,1733,152.75,332.26,6,72349.8826848705
Toyota Innova,2020,178604,9966,Petrol,Individual,Manual,Fourth & Above Owner,28.07,948,128.01,202.8,5,227223.0178416189
Honda City,2019,456249,38393,Electric,Trustmark Dealer,Manual,Third Owner,16.6,2502,181.81,341.82,5,657590.4129894364
Toyota Innova,2016,500702,123796,Petrol,Dealer,Automatic,Second Owner,13.87,1185,159.63,126.72,4,699505.0393531851
Volkswagen Polo,2009,642334,29936,Electric,Dealer,Manual,First Owner,25.66,1739,98.56,333.82,4,937879.7220881447
Skoda Rapid,2014,443958,195499,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,29.25,2130,67.14,316.15,7,505569.1046610285
Hyundai Creta,2008,1138431,6806,Diesel,Dealer,Manual,Fourth & Above Owner,18.69,1054,160.8,215.06,7,1362700.1949215413
Tata Nexon,2005,280306,48590,Petrol,Trustmark Dealer,Manual,Third Owner,10.46,2896,70.47,286.2,7,401779.6453039731
Ford Ecosport,2015,450253,50614,LPG,Dealer,Manual,First Owner,11.74,1428,64.97,147.04,6,532703.343747343
Hyundai Creta,2019,1030584,87108,Electric,Individual,Manual,First Owner,22.71,1874,122.92,198.55,4,1138183.7074277124
Maruti Baleno,2015,958832,143660,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,15.68,1386,61.31,207.92,5,1098185.927641714
Tata Nexon,2010,244874,91912,CNG,Dealer,Automatic,Second Owner,29.37,1635,52.19,231.48,6,310922.8018660096
Volkswagen Polo,2008,1008664,169964,CNG,Trustmark Dealer,Automatic,Second Owner,23.22,2510,153.57,91.3,6,1270163.3197969943
Hyundai i20,2012,812832,134146,Diesel,Dealer,Manual,Fourth & Above Owner,23.64,1603,98.52,208.74,4,1154376.1590485338
Maruti Baleno,2014,199547,127555,Petrol,Dealer,Automatic,Third Owner,17.7,2394,100.07,318.47,4,277164.44309569045
Skoda Rapid,2011,50000,70763,Petrol,Trustmark Dealer,Manual,Third Owner,22.73,2742,163.39,150.65,4,63051.67444529008
Kia Seltos,2014,1306971,44119,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,26.09,2395,149.07,153.62,4,1562529.3514498577
Tata Nexon,2018,1056603,97411,LPG,Individual,Automatic,Second Owner,32.45,1557,108.3,199.64,6,1419210.055407594
Hyundai Creta,2015,1064320,121146,Petrol,Dealer,Manual,Third Owner,17.0,2120,181.41,346.97,6,1577895.0032076554
Renault Duster,2019,875814,75831,CNG,Individual,Automatic,Fourth & Above Owner,10.47,2329,87.57,339.07,4,1037379.9188286208
Hyundai Creta,2007,609824,86371,Diesel,Individual,Manual,First Owner,24.5,1280,140.71,170.69,7,732698.4143597742
Mahindra XUV500,2008,116209,133402,Diesel,Individual,Automatic,Second Owner,32.32,1048,113.73,132.55,5,151695.73714106862
Maruti Baleno,2005,397991,192912,Petrol,Individual,Manual,First Owner,12.31,2837,161.92,196.9,6,560478.5204857494
Renault Duster,2011,1071350,155357,Electric,Dealer,Automatic,Third Owner,33.72,2852,120.49,104.16,4,1581545.654835017
Renault Duster,2006,438157,22372,CNG,Trustmark Dealer,Manual,First Owner,22.79,2865,179.25,204.92,7,521368.515310707
Hyundai i20,2016,1003652,78358,Diesel,Individual,Automatic,Third Owner,10.12,2838,114.79,234.11,5,1398672.929325017
Toyota Innova,2013,1167465,24461,Diesel,Trustmark Dealer,Automatic,First Owner,17.22,2604,122.32,280.08,5,1595866.3858485683
Maruti Swift,2017,647095,74686,Diesel,Trustmark Dealer,Automatic,Third Owner,14.83,2378,162.42,177.45,7,716800.1441581789
Honda City,2018,709757,198457,Diesel,Individual,Manual,Third Owner,11.14,2030,71.3,121.72,5,811943.0197135424
Tata Nexon,2007,340662,123975,CNG,Individual,Automatic,First Owner,12.1,1189,194.45,186.94,4,451485.286758633
Kia Seltos,2006,551093,40819,Petrol,Individual,Automatic,First Owner,20.88,1139,180.92,296.96,5,636343.1071973097
Ford Ecosport,2016,668909,15687,CNG,Individual,Automatic,Fourth & Above Owner,30.31,2194,151.9,332.42,7,787869.142951475
Skoda Rapid,2011,1131521,60490,CNG,Individual,Manual,Third Owner,15.27,876,93.63,108.14,5,1415619.4710556783
Ford Ecosport,2007,1097734,124989,Diesel,Dealer,Manual,Third Owner,28.97,1475,74.8,285.97,4,1291859.1289577086
Volkswagen Polo,2020,1033417,91966,Electric,Dealer,Automatic,Third Owner,20.88,2354,185.35,305.06,7,1149751.9342658382
Honda City,2018,622850,190232,Petrol,Trustmark Dealer,Automatic,Second Owner,33.74,1279,152.24,221.73,7,877485.2846885463
Tata Nexon,2018,266622,177868,LPG,Individual,Automatic,Third Owner,11.5,2651,140.79,192.79,5,389319.50884931016
Mahindra XUV500,2012,50000,34028,Petrol,Individual,Manual,Third Owner,29.57,2334,93.02,187.47,4,66331.48134123992
Ford Ecosport,2015,405022,80538,LPG,Individual,Automatic,Fourth & Above Owner,13.6,2714,152.94,331.06,7,456444.2258693589
Volkswagen Polo,2008,927786,67949,Petrol,Dealer,Manual,Fourth & Above Owner,22.1,2190,109.98,288.17,4,1317940.37834489
Volkswagen Polo,2021,219714,40051,Diesel,Individual,Manual,First Owner,18.97,1098,178.66,323.84,7,297290.8571896624
Hyundai Creta,2014,493340,9451,Diesel,Dealer,Automatic,Third Owner,34.41,1493,87.48,94.91,7,714539.2198694883
Skoda Rapid,2009,759790,92197,Petrol,Dealer,Automatic,Third Owner,18.84,1242,111.5,334.99,6,907337.9115613684
Hyundai Creta,2010,939853,170310,Diesel,Dealer,Manual,Second Owner,21.79,2469,164.66,303.44,6,1059453.618959173
Ford Ecosport,2019,320143,136329,Electric,Trustmark Dealer,Automatic,First Owner,12.62,1054,79.25,288.5,7,402427.2787655244
Maruti Baleno,2020,1404795,61876,Petrol,Dealer,Manual,First Owner,23.63,1175,115.72,173.74,4,1864200.479400731
Skoda Rapid,2019,970901,59138,Diesel,Dealer,Automatic,Third Owner,31.87,2380,121.36,118.81,4,1138226.9015260772
Honda City,2007,895030,27445,Electric,Dealer,Manual,Third Owner,22.81,1953,115.9,239.66,5,1002876.7164017268
Maruti Baleno,2012,427134,131355,LPG,Dealer,Automatic,Fourth & Above Owner,28.35,2859,176.06,179.16,7,568830.5487326215
Hyundai Creta,2016,1224265,46845,LPG,Dealer,Automatic,First Owner,23.5,2795,60.56,149.79,6,1658486.241216274
Mahindra XUV500,2009,807185,91954,LPG,Trustmark Dealer,Manual,Third Owner,15.97,2179,166.5,247.5,5,1072899.489649701
Honda City,2014,791869,176937,Diesel,Dealer,Manual,First Owner,34.22,1657,191.23,306.76,5,917556.1599689986
Kia Seltos,2007,867240,81454,Diesel,Individual,Automatic,First Owner,18.25,2087,156.46,213.28,6,1029240.9738349642
Maruti Swift,2012,50000,90416,Diesel,Dealer,Automatic,Fourth & Above Owner,25.7,2730,116.24,270.08,7,68538.01910481157
Kia Seltos,2005,264350,42214,Petrol,Individual,Automatic,First Owner,34.82,1943,137.76,105.86,4,339273.349014518
Mahindra XUV500,2010,345965,5708,LPG,Individual,Automatic,First Owner,29.97,1578,143.38,327.14,5,387703.5445771302
Volkswagen Polo,2007,50000,91622,CNG,Dealer,Manual,Fourth & Above Owner,25.12,886,171.0,163.11,5,65565.09075401949
Tata Nexon,2013,1202266,74748,Petrol,Individual,Manual,Third Owner,14.22,1582,77.19,269.95,5,1364233.216806576
Maruti Swift,2023,587314,122786,Electric,Dealer,Manual,Second Owner,30.14,2047,128.69,301.16,4,868300.1520433236
Toyota Innova,2014,229500,36684,CNG,Individual,Manual,First Owner,22.02,1917,156.51,192.08,6,319005.2476259184
Toyota Innova,2021,380617,68688,LPG,Individual,Manual,Fourth & Above Owner,23.46,2312,160.96,151.01,7,481455.77457238256
Honda City,2011,597383,168234,CNG,Trustmark Dealer,Manual,Second Owner,23.28,1877,122.86,110.0,7,662454.4840520298
Toyota Innova,2015,1052829,73768,Diesel,Individual,Manual,Third Owner,24.99,1016,56.28,231.61,5,1475028.1505108615
Kia Seltos,2015,655434,175817,Electric,Trustmark Dealer,Automatic,First Owner,22.02,994,103.35,102.9,6,831512.3187665249
Mahindra XUV500,2012,360922,40121,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,31.66,1704,168.23,125.05,5,456435.63120380125
Maruti Baleno,2014,754756,32911,LPG,Trustmark Dealer,Automatic,First Owner,14.19,1701,176.16,252.47,6,1063654.077218941
Hyundai i20,2007,52136,49040,Electric,Individual,Manual,Fourth & Above Owner,23.45,826,191.85,160.9,6,69099.2249401141
Kia Seltos,2008,819472,197358,CNG,Individual,Automatic,Second Owner,22.63,1746,116.53,148.98,7,924875.8484248566
Kia Seltos,2007,894243,74388,LPG,Dealer,Manual,Second Owner,27.3,1227,135.91,342.69,7,991843.9478778978
Mahindra XUV500,2020,145733,61832,CNG,Individual,Manual,Third Owner,28.56,2541,95.88,324.11,5,209258.67048421447
Maruti Swift,2023,463780,67460,LPG,Individual,Automatic,First Owner,27.11,2591,112.69,135.45,4,574200.2434717795
Hyundai i20,2016,672359,104383,Diesel,Dealer,Manual,First Owner,21.39,1207,62.0,250.23,4,964938.8137348456
Toyota Innova,2006,718245,77734,CNG,Dealer,Manual,Second Owner,20.72,1273,121.28,278.47,5,806133.321820438
Ford Ecosport,2006,754413,115932,LPG,Trustmark Dealer,Automatic,Third Owner,17.37,2504,108.82,345.82,4,1049616.5754338957
